projectID,project_type,extraction_order,date,name,filter_replicate,FilterID,vol_filtered_ml,location,location_broad,extraction_date,lat,lon,control,month,year,lc_in_water,field_notes,dist_lc_m,lc_deploy_time,lc_remove_time,lc_spp_1,lc_spp_2,spp_1_wt_g,spp_2_wt_g,vel_m_s,vel_ft_sec,turb_ntu,depth_m,technical_replicate,Cq,relative_conc_ng/uL,target
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,10,2/28/2023,LC 100m,C,20230228LC 100mC,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1760013,-120.7620042,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,100,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,10,2/28/2023,LC 100m,C,20230228LC 100mC,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1760013,-120.7620042,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,100,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,14,2/28/2023,LC 10m,A,20230228LC 10mA,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1754183,-120.7613245,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,10,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,14,2/28/2023,LC 10m,A,20230228LC 10mA,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1754183,-120.7613245,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,10,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,14,2/28/2023,LC 10m,A,20230228LC 10mA,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1754183,-120.7613245,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,10,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,15,2/28/2023,LC 10m,B,20230228LC 10mB,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1754183,-120.7613245,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,10,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,15,2/28/2023,LC 10m,B,20230228LC 10mB,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1754183,-120.7613245,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,10,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,15,2/28/2023,LC 10m,B,20230228LC 10mB,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1754183,-120.7613245,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,10,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,16,2/28/2023,LC 10m,C,20230228LC 10mC,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1754183,-120.7613245,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,10,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,16,2/28/2023,LC 10m,C,20230228LC 10mC,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1754183,-120.7613245,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,10,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,16,2/28/2023,LC 10m,C,20230228LC 10mC,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1754183,-120.7613245,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,10,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,11,2/28/2023,LC 250m,A,20230228LC 250mA,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1768836,-120.7633997,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,250,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,11,2/28/2023,LC 250m,A,20230228LC 250mA,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1768836,-120.7633997,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,250,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,11,2/28/2023,LC 250m,A,20230228LC 250mA,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1768836,-120.7633997,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,250,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,12,2/28/2023,LC 250m,B,20230228LC 250mB,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1768836,-120.7633997,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,250,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,12,2/28/2023,LC 250m,B,20230228LC 250mB,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1768836,-120.7633997,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,250,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,12,2/28/2023,LC 250m,B,20230228LC 250mB,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1768836,-120.7633997,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,250,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,13,2/28/2023,LC 250m,C,20230228LC 250mC,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1768836,-120.7633997,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,250,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,13,2/28/2023,LC 250m,C,20230228LC 250mC,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1768836,-120.7633997,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,250,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,13,2/28/2023,LC 250m,C,20230228LC 250mC,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1768836,-120.7633997,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,250,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,17,2/28/2023,LC 500m,A,20230228LC 500mA,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1788215,-120.7647885,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,500,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,17,2/28/2023,LC 500m,A,20230228LC 500mA,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1788215,-120.7647885,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,500,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,17,2/28/2023,LC 500m,A,20230228LC 500mA,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1788215,-120.7647885,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,500,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,18,2/28/2023,LC 500m,B,20230228LC 500mB,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1788215,-120.7647885,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,500,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,18,2/28/2023,LC 500m,B,20230228LC 500mB,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1788215,-120.7647885,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,500,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,18,2/28/2023,LC 500m,B,20230228LC 500mB,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1788215,-120.7647885,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,500,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,19,2/28/2023,LC 500m,C,20230228LC 500mC,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1788215,-120.7647885,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,500,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,19,2/28/2023,LC 500m,C,20230228LC 500mC,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1788215,-120.7647885,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,500,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,19,2/28/2023,LC 500m,C,20230228LC 500mC,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1788215,-120.7647885,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,500,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,5,2/28/2023,LC 50m,A,20230228LC 50mA,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1756884,-120.7615968,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,50,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,5,2/28/2023,LC 50m,A,20230228LC 50mA,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1756884,-120.7615968,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,50,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,5,2/28/2023,LC 50m,A,20230228LC 50mA,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1756884,-120.7615968,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,50,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,6,2/28/2023,LC 50m,B,20230228LC 50mB,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1756884,-120.7615968,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,50,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,6,2/28/2023,LC 50m,B,20230228LC 50mB,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1756884,-120.7615968,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,50,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,6,2/28/2023,LC 50m,B,20230228LC 50mB,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1756884,-120.7615968,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,50,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,7,2/28/2023,LC 50m,C,20230228LC 50mC,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1756884,-120.7615968,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,50,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,7,2/28/2023,LC 50m,C,20230228LC 50mC,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1756884,-120.7615968,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,50,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,7,2/28/2023,LC 50m,C,20230228LC 50mC,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,37.1756884,-120.7615968,Sample,March,2023,Yes,Waited 1hr20mins after deployment before starting sampling,50,0.440972222,0.548611111,BHOO,ANCH,100,18,0.1,0.33,58.2,Too deep to stand,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,2,2/28/2023,LC Pre-livecar,A,20230228LC Pre-livecarA,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,NA,NA,Sample,March,2023,No,NA,Pre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,2,2/28/2023,LC Pre-livecar,A,20230228LC Pre-livecarA,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,NA,NA,Sample,March,2023,No,NA,Pre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,2,2/28/2023,LC Pre-livecar,A,20230228LC Pre-livecarA,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,NA,NA,Sample,March,2023,No,NA,Pre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,3,2/28/2023,LC Pre-livecar,B,20230228LC Pre-livecarB,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,NA,NA,Sample,March,2023,No,NA,Pre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,3,2/28/2023,LC Pre-livecar,B,20230228LC Pre-livecarB,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,NA,NA,Sample,March,2023,No,NA,Pre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,3,2/28/2023,LC Pre-livecar,B,20230228LC Pre-livecarB,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,NA,NA,Sample,March,2023,No,NA,Pre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,4,2/28/2023,LC Pre-livecar,C,20230228LC Pre-livecarC,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,NA,NA,Sample,March,2023,No,NA,Pre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,4,2/28/2023,LC Pre-livecar,C,20230228LC Pre-livecarC,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,NA,NA,Sample,March,2023,No,NA,Pre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,4,2/28/2023,LC Pre-livecar,C,20230228LC Pre-livecarC,70,Large Channel,San Luis Wildlife Refuge,3/2/2023,NA,NA,Sample,March,2023,No,NA,Pre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,35,2/28/2023,SC 100m,A,20230228SC 100mA,80,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2707832,-120.8425972,Sample,March,2023,Yes,Started sampling at 12:12,100,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,35,2/28/2023,SC 100m,A,20230228SC 100mA,80,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2707832,-120.8425972,Sample,March,2023,Yes,Started sampling at 12:12,100,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,35,2/28/2023,SC 100m,A,20230228SC 100mA,80,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2707832,-120.8425972,Sample,March,2023,Yes,Started sampling at 12:12,100,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,36,2/28/2023,SC 100m,B,20230228SC 100mB,68,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2707832,-120.8425972,Sample,March,2023,Yes,Started sampling at 12:12,100,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,36,2/28/2023,SC 100m,B,20230228SC 100mB,68,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2707832,-120.8425972,Sample,March,2023,Yes,Started sampling at 12:12,100,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,36,2/28/2023,SC 100m,B,20230228SC 100mB,68,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2707832,-120.8425972,Sample,March,2023,Yes,Started sampling at 12:12,100,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,37,2/28/2023,SC 100m,C,20230228SC 100mC,72,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2707832,-120.8425972,Sample,March,2023,Yes,Started sampling at 12:12,100,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,37,2/28/2023,SC 100m,C,20230228SC 100mC,72,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2707832,-120.8425972,Sample,March,2023,Yes,Started sampling at 12:12,100,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,2,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,37,2/28/2023,SC 100m,C,20230228SC 100mC,72,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2707832,-120.8425972,Sample,March,2023,Yes,Started sampling at 12:12,100,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,NA,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,41,2/28/2023,SC 10m,A,20230228SC 10mA,80,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2699684,-120.8425695,Sample,March,2023,Yes,Started sampling at 12:12,10,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,1.4,3,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,41,2/28/2023,SC 10m,A,20230228SC 10mA,80,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2699684,-120.8425695,Sample,March,2023,Yes,Started sampling at 12:12,10,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,1.4,2,38.40356064,2.50E-06,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,41,2/28/2023,SC 10m,A,20230228SC 10mA,80,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2699684,-120.8425695,Sample,March,2023,Yes,Started sampling at 12:12,10,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,1.4,1,40,0,ANCH
FWSLOD-2023-Loach Removal San Luis Refuge,eDNA Calibration,42,2/28/2023,SC 10m,B,20230228SC 10mB,70,Small Channel,San Luis Wildlife Refuge,3/3/2023,37.2699684,-120.8425695,Sample,March,2023,Yes,Started sampling at 12:12,10,0.436805556,0.542361111,BHOO,ANCH,96,18,0.1,0.33,16.7,1.4,3,40,0,ANCH
